"<font>casino</font>","<font color='green'>kə'siːnəʊ</font><br><font>赌场</font><br><br><font color='white'>n. 俱乐部，赌场；娱乐场</font><br><font color='white'>n. (Casino)人名；(西、法)卡西诺</font><br><br><font color='green'>Casino</font> : <font color='white'>赌城风云</font>; <font color='white'>娱乐场</font>; <font color='white'>娱乐城</font>; <br><font color='green'>Casino Royale</font> : <font color='white'>皇家赌场</font>; <font color='white'>大战皇家赌场</font>; <font color='white'>皇家夜总会</font>; <br><font color='green'>Lisboa Casino</font> : <font color='white'>葡京赌场</font>; <br>","extra",""
"<font>gambling</font>","<font color='green'>'ɡæmblɪŋ</font><br><font>赌博</font><br><br><font color='white'>n. 赌博；投机</font><br><font color='white'>v. 赌博；打赌（gamble的ing形式）</font><br><font color='white'>n. (Gambling)人名；(英)甘布林</font><br><br><font color='green'>gambling</font> : <font color='white'>赌博</font>; <font color='white'>戒赌</font>; <font color='white'>赌局</font>; <br><font color='green'>Gambling of</font> : <font color='white'>赌博性</font>; <br><font color='green'>focus gambling</font> : <font color='white'>博奕性聚焦</font>; <font color='white'>博弈性聚焦</font>; <font color='white'>冒险性聚焦</font>; <br>","extra",""
"<font>advertising</font>","<font color='green'>'ædvətaɪzɪŋ</font><br><font>广告</font><br><br><font color='white'>n. 广告；广告业；登广告</font><br><font color='white'>adj. 广告的；广告业的</font><br><font color='white'>v. 公告；为…做广告（advertise的ing形式）</font><br><br><font color='green'>advertising</font> : <font color='white'>广告业</font>; <font color='white'>广告宣传</font>; <font color='white'>宣传</font>; <br><font color='green'>false advertising</font> : <font color='white'>商品虚伪标示</font>; <font color='white'>虚假广告</font>; <font color='white'>不实广告</font>; <br><font color='green'>Keyword advertising</font> : <font color='white'>关键词广告</font>; <font color='white'>关键字广告</font>; <font color='white'>搜索关键词</font>; <br>","extra",""
"<font>cultural</font>","<font color='green'>'kʌltʃ(ə)r(ə)l</font><br><font>文化</font><br><br><font color='white'>adj. 文化的；教养的</font><br><br><font color='green'>cultural</font> : <font color='white'>文化的</font>; <font color='white'>人文的</font>; <font color='white'>文化界</font>; <br><font color='green'>Cultural capital</font> : <font color='white'>文化资本</font>; <font color='white'>文化资产</font>; <font color='white'>文化本钱</font>; <br><font color='green'>cultural relativism</font> : <font color='white'>文化相对论</font>; <font color='white'>文化相对主义</font>; <font color='white'>文化相对观</font>; <br>","extra",""
"<font>homeless</font>","<font color='green'>'həʊmlɪs</font><br><font>无家可归的人</font><br><br><font color='white'>adj. 无家可归的</font><br><font color='white'>无家可归的人</font><br><font color='white'>无家可归</font><br><br><font color='green'>homeless</font> : <font color='white'>无家可归的</font>; <font color='white'>无家可归者</font>; <font color='white'>无家的</font>; <br><font color='green'>homeless people</font> : <font color='white'>无家可归的人</font>; <font color='white'>无家可归的人们</font>; <font color='white'>无家可归者</font>; <br><font color='green'>Homeless Love</font> : <font color='white'>流离所爱</font>; <br>","extra",""
"<font>shipper</font>","<font color='green'>'ʃɪpə</font><br><font>发货人</font><br><br><font color='white'>n. 托运人；发货人；货主</font><br><br><font color='green'>SHIPPER</font> : <font color='white'>托运人</font>; <font color='white'>发货人</font>; <font color='white'>货主</font>; <br><font color='green'>Shipper SPR</font> : <font color='white'>发货人</font>; <br><font color='green'>belt shipper</font> : <font color='white'>皮带开关</font>; <br>","extra",""
"<font>technological</font>","<font color='green'>teknə'lɒdʒɪk(ə)l</font><br><font>技术</font><br><br><font color='white'>adj. 技术的；工艺的</font><br><br><font color='green'>technological</font> : <font color='white'>科技的</font>; <font color='white'>工艺的</font>; <font color='white'>因素</font>; <br><font color='green'>Technological singularity</font> : <font color='white'>技术奇异点</font>; <font color='white'>技术奇点</font>; <font color='white'>科技奇点</font>; <br><font color='green'>technological innovation</font> : <font color='white'>技术创新</font>; <font color='white'>科技创新</font>; <font color='white'>技术革新</font>; <br>","extra",""
"<font>businessman</font>","<font color='green'>'bɪznɪsmən</font><br><font>商人</font><br><br><font color='white'>n. 商人</font><br><br><font color='green'>Businessman</font> : <font color='white'>商人</font>; <font color='white'>生意人</font>; <font color='white'>实业家</font>; <br><font color='green'>foreign businessman</font> : <font color='white'>外商</font>; <font color='white'>外销员</font>; <br><font color='green'>n businessman</font> : <font color='white'>商人</font>; <br>","extra",""
"<font>intellect</font>","<font color='green'>'ɪntəlekt</font><br><font>智力</font><br><br><font color='white'>n. 智力，理解力；知识分子；思维逻辑领悟力；智力高的人</font><br><br><font color='green'>intellect</font> : <font color='white'>智力</font>; <font color='white'>才智</font>; <font color='white'>理智</font>; <br><font color='green'>human intellect</font> : <font color='white'>人类的理智</font>; <font color='white'>人的理智</font>; <br><font color='green'>active intellect</font> : <font color='white'>能动的智慧</font>; <font color='white'>主动理智</font>; <br>","extra",""
"<font>latest</font>","<font color='green'>'leɪtɪst</font><br><font>最新的</font><br><br><font color='white'>adj. 最新的，最近的；最迟的</font><br><font color='white'>n. 最新的事物</font><br><br><font color='green'>Latest</font> : <font color='white'>最新</font>; <font color='white'>最近的</font>; <font color='white'>最迟的</font>; <br><font color='green'>latest technology</font> : <font color='white'>最新工艺</font>; <font color='white'>最新科技</font>; <font color='white'>最新工工艺</font>; <br><font color='green'>Latest activity</font> : <font color='white'>最新活动</font>; <font color='white'>优惠活动</font>; <br>","extra",""
