"<font>casino</font>","<font color='red'>kə'siːnəʊ</font><br><font>赌场</font><br><br><font color='green'>n. 俱乐部，赌场；娱乐场</font><br><font color='green'>n. (Casino)人名；(西、法)卡西诺</font><br><br><font color='red'>Casino</font> : <font color='blue'>赌城风云</font>; <font color='blue'>娱乐场</font>; <font color='blue'>娱乐城</font>; <br><font color='red'>Casino Royale</font> : <font color='blue'>皇家赌场</font>; <font color='blue'>大战皇家赌场</font>; <font color='blue'>皇家夜总会</font>; <br><font color='red'>Lisboa Casino</font> : <font color='blue'>葡京赌场</font>; <br>","extra",""
"<font>gambling</font>","<font color='red'>'ɡæmblɪŋ</font><br><font>赌博</font><br><br><font color='green'>n. 赌博；投机</font><br><font color='green'>v. 赌博；打赌（gamble的ing形式）</font><br><font color='green'>n. (Gambling)人名；(英)甘布林</font><br><br><font color='red'>gambling</font> : <font color='blue'>赌博</font>; <font color='blue'>戒赌</font>; <font color='blue'>赌局</font>; <br><font color='red'>Gambling of</font> : <font color='blue'>赌博性</font>; <br><font color='red'>focus gambling</font> : <font color='blue'>博奕性聚焦</font>; <font color='blue'>博弈性聚焦</font>; <font color='blue'>冒险性聚焦</font>; <br>","extra",""
"<font>advertising</font>","<font color='red'>'ædvətaɪzɪŋ</font><br><font>广告</font><br><br><font color='green'>n. 广告；广告业；登广告</font><br><font color='green'>adj. 广告的；广告业的</font><br><font color='green'>v. 公告；为…做广告（advertise的ing形式）</font><br><br><font color='red'>advertising</font> : <font color='blue'>广告业</font>; <font color='blue'>广告宣传</font>; <font color='blue'>宣传</font>; <br><font color='red'>false advertising</font> : <font color='blue'>商品虚伪标示</font>; <font color='blue'>虚假广告</font>; <font color='blue'>不实广告</font>; <br><font color='red'>Keyword advertising</font> : <font color='blue'>关键词广告</font>; <font color='blue'>关键字广告</font>; <font color='blue'>搜索关键词</font>; <br>","extra",""
"<font>cultural</font>","<font color='red'>'kʌltʃ(ə)r(ə)l</font><br><font>文化</font><br><br><font color='green'>adj. 文化的；教养的</font><br><br><font color='red'>cultural</font> : <font color='blue'>文化的</font>; <font color='blue'>人文的</font>; <font color='blue'>文化界</font>; <br><font color='red'>Cultural capital</font> : <font color='blue'>文化资本</font>; <font color='blue'>文化资产</font>; <font color='blue'>文化本钱</font>; <br><font color='red'>cultural relativism</font> : <font color='blue'>文化相对论</font>; <font color='blue'>文化相对主义</font>; <font color='blue'>文化相对观</font>; <br>","extra",""
"<font>homeless</font>","<font color='red'>'həʊmlɪs</font><br><font>无家可归的人</font><br><br><font color='green'>adj. 无家可归的</font><br><font color='green'>无家可归的人</font><br><font color='green'>无家可归</font><br><br><font color='red'>homeless</font> : <font color='blue'>无家可归的</font>; <font color='blue'>无家可归者</font>; <font color='blue'>无家的</font>; <br><font color='red'>homeless people</font> : <font color='blue'>无家可归的人</font>; <font color='blue'>无家可归的人们</font>; <font color='blue'>无家可归者</font>; <br><font color='red'>Homeless Love</font> : <font color='blue'>流离所爱</font>; <br>","extra",""
"<font>shipper</font>","<font color='red'>'ʃɪpə</font><br><font>发货人</font><br><br><font color='green'>n. 托运人；发货人；货主</font><br><br><font color='red'>SHIPPER</font> : <font color='blue'>托运人</font>; <font color='blue'>发货人</font>; <font color='blue'>货主</font>; <br><font color='red'>Shipper SPR</font> : <font color='blue'>发货人</font>; <br><font color='red'>belt shipper</font> : <font color='blue'>皮带开关</font>; <br>","extra",""
"<font>technological</font>","<font color='red'>teknə'lɒdʒɪk(ə)l</font><br><font>技术</font><br><br><font color='green'>adj. 技术的；工艺的</font><br><br><font color='red'>technological</font> : <font color='blue'>科技的</font>; <font color='blue'>工艺的</font>; <font color='blue'>因素</font>; <br><font color='red'>Technological singularity</font> : <font color='blue'>技术奇异点</font>; <font color='blue'>技术奇点</font>; <font color='blue'>科技奇点</font>; <br><font color='red'>technological innovation</font> : <font color='blue'>技术创新</font>; <font color='blue'>科技创新</font>; <font color='blue'>技术革新</font>; <br>","extra",""
"<font>businessman</font>","<font color='red'>'bɪznɪsmən</font><br><font>商人</font><br><br><font color='green'>n. 商人</font><br><br><font color='red'>Businessman</font> : <font color='blue'>商人</font>; <font color='blue'>生意人</font>; <font color='blue'>实业家</font>; <br><font color='red'>foreign businessman</font> : <font color='blue'>外商</font>; <font color='blue'>外销员</font>; <br><font color='red'>n businessman</font> : <font color='blue'>商人</font>; <br>","extra",""
"<font>intellect</font>","<font color='red'>'ɪntəlekt</font><br><font>智力</font><br><br><font color='green'>n. 智力，理解力；知识分子；思维逻辑领悟力；智力高的人</font><br><br><font color='red'>intellect</font> : <font color='blue'>智力</font>; <font color='blue'>才智</font>; <font color='blue'>理智</font>; <br><font color='red'>human intellect</font> : <font color='blue'>人类的理智</font>; <font color='blue'>人的理智</font>; <br><font color='red'>active intellect</font> : <font color='blue'>能动的智慧</font>; <font color='blue'>主动理智</font>; <br>","extra",""
"<font>latest</font>","<font color='red'>'leɪtɪst</font><br><font>最新的</font><br><br><font color='green'>adj. 最新的，最近的；最迟的</font><br><font color='green'>n. 最新的事物</font><br><br><font color='red'>Latest</font> : <font color='blue'>最新</font>; <font color='blue'>最近的</font>; <font color='blue'>最迟的</font>; <br><font color='red'>latest technology</font> : <font color='blue'>最新工艺</font>; <font color='blue'>最新科技</font>; <font color='blue'>最新工工艺</font>; <br><font color='red'>Latest activity</font> : <font color='blue'>最新活动</font>; <font color='blue'>优惠活动</font>; <br>","extra",""
"<font>media</font>","<font color='red'>'miːdɪə</font><br><font>媒体</font><br><br><font color='green'>n. 媒体；媒质（medium的复数）；血管中层；浊塞音；中脉</font><br><br><font color='red'>Media</font> : <font color='blue'>媒体</font>; <font color='blue'>传媒</font>; <font color='blue'>新闻传媒</font>; <br><font color='red'>mass media</font> : <font color='blue'>大众媒体</font>; <font color='blue'>大众传媒</font>; <font color='blue'>大众传播学</font>; <br><font color='red'>social media</font> : <font color='blue'>社会化媒体</font>; <font color='blue'>社交媒体</font>; <font color='blue'>社会媒体</font>; <br>","extra",""
"<font>online</font>","<font color='red'>ɒn'laɪn</font><br><font>在线</font><br><br><font color='green'>adj. 联机的；在线的</font><br><font color='green'>adv. 在线地</font><br><br><font color='red'>Online</font> : <font color='blue'>网游</font>; <font color='blue'>线上</font>; <font color='blue'>冒险岛</font>; <br><font color='red'>Online Payment</font> : <font color='blue'>线支付</font>; <font color='blue'>网上支付</font>; <font color='blue'>银联在线支付</font>; <br><font color='red'>Battlefield Online</font> : <font color='blue'>战地风云Online</font>; <font color='blue'>战地风云OL</font>; <font color='blue'>战地Online</font>; <br>","extra",""
"<font>particularly</font>","<font color='red'>pə'tɪkjʊləlɪ</font><br><font>特别是</font><br><br><font color='green'>adv. 特别地，独特地；详细地，具体地；明确地，细致地</font><br><br><font color='red'>Particularly</font> : <font color='blue'>尤为</font>; <font color='blue'>格外</font>; <font color='blue'>特别地</font>; <br><font color='red'>Particularly recommended</font> : <font color='blue'>特别推荐</font>; <br><font color='red'>particularly ad</font> : <font color='blue'>特别</font>; <font color='blue'>尤其</font>; <br>","extra",""
"<font>cloning</font>","<font color='red'>'kləʊnɪŋ</font><br><font>克隆</font><br><br><font color='green'>n. 克隆</font><br><font color='green'>v. 无性繁殖（clone的ing形式）</font><br><br><font color='red'>Cloning</font> : <font color='blue'>克隆</font>; <font color='blue'>无性繁殖</font>; <font color='blue'>复制功能</font>; <br><font color='red'>Molecular cloning</font> : <font color='blue'>分子克隆</font>; <font color='blue'>分子选殖</font>; <font color='blue'>基因克隆</font>; <br><font color='red'>Therapeutic Cloning</font> : <font color='blue'>治疗性克隆</font>; <font color='blue'>性克隆</font>; <font color='blue'>治疗性复制</font>; <br>","extra",""
"<font>leader</font>","<font color='red'>'liːdə</font><br><font>领袖</font><br><br><font color='green'>n. 领导者；首领；指挥者</font><br><font color='green'>n. (Leader)人名；(英)利德</font><br><br><font color='red'>Leader</font> : <font color='blue'>领导者</font>; <font color='blue'>领袖</font>; <font color='blue'>领导人</font>; <br><font color='red'>Loss leader</font> : <font color='blue'>损失领导物</font>; <font color='blue'>吸引商品</font>; <font color='blue'>亏本出售商品</font>; <br><font color='red'>Opinion Leader</font> : <font color='blue'>意见领袖</font>; <font color='blue'>舆论领袖</font>; <font color='blue'>意见领导</font>; <br>","extra",""
"<font>listener</font>","<font color='red'>'lɪs(ə)nə</font><br><font>侦听器</font><br><br><font color='green'>n. 听众</font><br><font color='green'>倾听者</font><br><br><font color='red'>Listener</font> : <font color='blue'>监听器</font>; <font color='blue'>听众</font>; <font color='blue'>听者</font>; <br><font color='red'>Channel Listener</font> : <font color='blue'>信道监听器</font>; <br><font color='red'>entertainment listener</font> : <font color='blue'>休闲型听者</font>; <br>","extra",""
"<font>reasoning</font>","<font color='red'>'riːz(ə)nɪŋ</font><br><font>推理</font><br><br><font color='green'>n. 推理；论证；评理</font><br><font color='green'>v. 推论；说服（reason的ing形式）</font><br><font color='green'>adj. 推理的</font><br><br><font color='red'>reasoning</font> : <font color='blue'>推理</font>; <font color='blue'>推论</font>; <font color='blue'>说理</font>; <br><font color='red'>deductive reasoning</font> : <font color='blue'>演绎推理</font>; <font color='blue'>演绎法</font>; <font color='blue'>演绎推理演绎推理</font>; <br><font color='red'>Abductive reasoning</font> : <font color='blue'>溯因推理</font>; <font color='blue'>反绎推理</font>; <font color='blue'>回溯推理</font>; <br>","extra",""
