"<font>abase</font>","<font color='green'>ə'beɪs</font><br><font>作的</font><br><br><font color='white'>vt. 使…谦卑；降低…的品格；降低…的地位</font><br><br><font color='green'>abase</font> : <font color='white'>贬抑</font>; <font color='white'>降低</font>; <font color='white'>自卑</font>; <br><font color='green'>abase on</font> : <font color='white'>溜须拍马</font>; <br><font color='green'>Dat abase</font> : <font color='white'>数据库</font>; <br>","extra",""
"<font>abolition</font>","<font color='green'>æbə'lɪʃ(ə)n</font><br><font>废除</font><br><br><font color='white'>n. 废除；废止</font><br><br><font color='green'>abolition</font> : <font color='white'>废除</font>; <font color='white'>革除</font>; <font color='white'>废止</font>; <br><font color='green'>abolition view</font> : <font color='white'>废止论</font>; <br><font color='green'>abolition reflex</font> : <font color='white'>反射消失</font>; <br>","extra",""
"<font>abreast</font>","<font color='green'>ə'brest</font><br><font>了解</font><br><br><font color='white'>adj. 并排的；肩并肩的</font><br><font color='white'>adv. 并肩地；并列</font><br><br><font color='green'>abreast</font> : <font color='white'>并肩地</font>; <font color='white'>并列</font>; <font color='white'>肩并肩地</font>; <br><font color='green'>wind abreast</font> : <font color='white'>横风</font>; <br><font color='green'>abreast answer</font> : <font color='white'>近回波</font>; <br>","extra",""
"<font>abstain</font>","<font color='green'>əb'steɪn</font><br><font>弃权</font><br><br><font color='white'>vi. 自制；放弃；避免</font><br><br><font color='green'>Abstain</font> : <font color='white'>戒除</font>; <font color='white'>抑制</font>; <font color='white'>戒绝</font>; <br><font color='green'>abstain from</font> : <font color='white'>戒除</font>; <font color='white'>戒绝</font>; <font color='white'>弃权</font>; <br><font color='green'>abstain frommoting</font> : <font color='white'>弃权</font>; <br>","extra",""
"<font>accede</font>","<font color='green'>ək'siːd</font><br><font>加入</font><br><br><font color='white'>vi. 加入；同意；就任</font><br><br><font color='green'>accede</font> : <font color='white'>应允</font>; <font color='white'>同意</font>; <font color='white'>顺水人情</font>; <br><font color='green'>accede to</font> : <font color='white'>同意</font>; <font color='white'>答应</font>; <font color='white'>就任</font>; <br><font color='green'>accede dissent</font> : <font color='white'>同意</font>; <br>","extra",""
"<font>additive</font>","<font color='green'>'ædɪtɪv</font><br><font>添加剂</font><br><br><font color='white'>n. 添加剂，添加物</font><br><font color='white'>adj. 附加的；[数] 加法的</font><br><br><font color='green'>Additive</font> : <font color='white'>添加剂</font>; <font color='white'>递增法</font>; <font color='white'>添加的</font>; <br><font color='green'>Additive category</font> : <font color='white'>可加范畴</font>; <font color='white'>加性范畴</font>; <br><font color='green'>additive effect</font> : <font color='white'>累加效应</font>; <font color='white'>加性效应</font>; <font color='white'>相加作用</font>; <br>","extra",""
"<font>adept</font>","<font color='green'>ə'dept; 'ædept</font><br><font>熟练的</font><br><br><font color='white'>n. 内行；能手</font><br><font color='white'>adj. 熟练的；擅长…的</font><br><br><font color='green'>adept</font> : <font color='white'>熟练的</font>; <font color='white'>有技巧的</font>; <font color='white'>技巧的</font>; <br><font color='green'>adept in</font> : <font color='white'>善于</font>; <font color='white'>擅长</font>; <font color='white'>长于</font>; <br><font color='green'>adept interview</font> : <font color='white'>交通路线</font>; <br>","extra",""
"<font>aeronautics</font>","<font color='green'>eərə'nɔːtɪks</font><br><font>航空</font><br><br><font color='white'>n. 航空学；飞行术</font><br><br><font color='green'>aeronautics</font> : <font color='white'>航空工程</font>; <font color='white'>航空学</font>; <font color='white'>航空术</font>; <br><font color='green'>Hindustan Aeronautics</font> : <font color='white'>印度斯坦航空公司</font>; <font color='white'>印度斯坦航空</font>; <font color='white'>印度斯坦航空有限公司</font>; <br><font color='green'>space aeronautics</font> : <font color='white'>宇航学</font>; <font color='white'>航天学</font>; <br>","extra",""
"<font>affinity</font>","<font color='green'>ə'fɪnɪtɪ</font><br><font>亲和力</font><br><br><font color='white'>n. 密切关系；吸引力；姻亲关系；类同</font><br><br><font color='green'>affinity</font> : <font color='white'>亲和力</font>; <font color='white'>亲和</font>; <font color='white'>姻亲</font>; <br><font color='green'>Electron affinity</font> : <font color='white'>电子亲合能</font>; <font color='white'>电子亲合势</font>; <font color='white'>电子亲和力</font>; <br><font color='green'>affinity club</font> : <font color='white'>同族俱乐部</font>; <font color='white'>本家俱乐部</font>; <font color='white'>同族</font>; <br>","extra",""
"<font>airborne</font>","<font color='green'>'eəbɔːn</font><br><font>机载</font><br><br><font color='white'>adj. [航] 空运的；空气传播的；风媒的</font><br><br><font color='green'>Airborne</font> : <font color='white'>空降</font>; <font color='white'>空运的</font>; <font color='white'>机载的</font>; <br><font color='green'>airborne radar</font> : <font color='white'>机载雷达</font>; <font color='white'>空中雷达</font>; <font color='white'>机栽雷达</font>; <br><font color='green'>Airborne Division</font> : <font color='white'>空降师</font>; <font color='white'>净光兄弟的空运部门</font>; <br>","extra",""
"<font>akin</font>","<font color='green'>ə'kɪn</font><br><font>类似</font><br><br><font color='white'>adj. 类似的；同类的；同族的</font><br><font color='white'>n. (Akin)人名；(土、瑞典、尼日利)阿金；(匈)奥金；(英)埃金</font><br><br><font color='green'>akin</font> : <font color='white'>类似的</font>; <font color='white'>同族的</font>; <font color='white'>急性肾损伤网络</font>; <br><font color='green'>akin to</font> : <font color='white'>有亲密关系的</font>; <font color='white'>同类</font>; <font color='white'>类似于</font>; <br><font color='green'>Gid Akin</font> : <font color='white'>吉布·埃金</font>; <br>","extra",""
"<font>allegation</font>","<font color='green'>ælɪ'geɪʃ(ə)n</font><br><font>指控</font><br><br><font color='white'>n. 主张，断言；辩解</font><br><br><font color='green'>allegation</font> : <font color='white'>主张</font>; <font color='white'>指控</font>; <font color='white'>断言</font>; <br><font color='green'>primary allegation</font> : <font color='white'>首次答辩</font>; <br><font color='green'>depth allegation</font> : <font color='white'>深水炸弹</font>; <br>","extra",""
