"<font>coverage</font>","<font color='green'>'kʌv(ə)rɪdʒ</font><br><font>报道</font><br><br><font color=''>n. 覆盖，覆盖范围</font><br><br><font color='green'>coverage</font> : <font color=''>新闻报道</font>; <font color=''>覆盖面</font>; <font color=''>保险范围</font>; <br><font color='green'>renewing coverage</font> : <font color=''>续保</font>; <br><font color='green'>covert coverage</font> : <font color=''>秘密采访</font>; <font color=''>隐性采访</font>; <font color=''>奥秘采访</font>; <br>","extra",""
"<font>avenge</font>","<font color='green'>ə'ven(d)ʒ</font><br><font>报仇</font><br><br><font color=''>vt. 替…报仇</font><br><font color=''>vi. 报复，报仇</font><br><br><font color='green'>Avenge</font> : <font color=''>雪耻</font>; <font color=''>报复</font>; <font color=''>复仇</font>; <br><font color='green'>avenge on</font> : <font color=''>为</font>; <br><font color='green'>avenge v</font> : <font color=''>为</font>; <br>","extra",""
"<font>maize</font>","<font color='green'>meɪz</font><br><font>玉米</font><br><br><font color=''>n. 玉米；黄色，玉米色</font><br><font color=''>adj. 黄色的，玉米色的</font><br><br><font color='green'>maize</font> : <font color=''>玉米</font>; <font color=''>玉米黄</font>; <font color=''>玉蜀黍</font>; <br><font color='green'>maize straw</font> : <font color=''>玉米秆</font>; <font color=''>玉米秸秆</font>; <br><font color='green'>maize husks</font> : <font color=''>玉蜀黍的包皮</font>; <font color=''>玉米皮垫</font>; <br>","extra",""
"<font>wade</font>","<font color='green'>weɪd</font><br><font>韦德</font><br><br><font color=''>n. 跋涉；可涉水而过的地方</font><br><font color=''>vi. 跋涉</font><br><font color=''>vt. 涉水；费力行走</font><br><br><font color='green'>Wade</font> : <font color=''>闪电侠韦德</font>; <font color=''>涉水</font>; <font color=''>国际分布式能源联盟(World Alliance For Decentralized Energy)</font>; <br><font color='green'>Mount Wade</font> : <font color=''>韦德山</font>; <br><font color='green'>Thomas Wade</font> : <font color=''>威妥玛</font>; <font color=''>威绥玛</font>; <br>","extra",""
"<font>hysteria</font>","<font color='green'>hɪ'stɪərɪə</font><br><font>歇斯底里</font><br><br><font color=''>n. 癔病，歇斯底里；不正常的兴奋</font><br><br><font color='green'>Hysteria</font> : <font color=''>歇斯底里</font>; <font color=''>歇斯底里症</font>; <font color=''>癔病</font>; <br><font color='green'>canine hysteria</font> : <font color=''>犬惊病</font>; <br><font color='green'>hysteria major</font> : <font color=''>大发作癔病</font>; <font color=''>重性癔病</font>; <br>","extra",""
"<font>zest</font>","<font color='green'>zest</font><br><font>热情</font><br><br><font color=''>n. 风味；热心；强烈的兴趣</font><br><font color=''>vt. 给…调味</font><br><br><font color='green'>Zest</font> : <font color=''>热情</font>; <font color=''>激爽</font>; <font color=''>热心</font>; <br><font color='green'>grated zest</font> : <font color=''>皮屑</font>; <br><font color='green'>orange zest</font> : <font color=''>橙皮屑</font>; <font color=''>橘子皮细末</font>; <font color=''>橙色热心</font>; <br>","extra",""
"<font>coral</font>","<font color='green'>'kɒr(ə)l</font><br><font>珊瑚</font><br><br><font color=''>n. 珊瑚；珊瑚虫</font><br><font color=''>adj. 珊瑚的；珊瑚色的</font><br><font color=''>n. (Coral)人名；(英、法、西、葡)科拉尔</font><br><br><font color='green'>coral</font> : <font color=''>珊瑚</font>; <font color=''>珊瑚色</font>; <font color=''>卡洛儿</font>; <br><font color='green'>Precious coral</font> : <font color=''>红珊瑚</font>; <font color=''>贵珊瑚</font>; <br><font color='green'>Coral Springs</font> : <font color=''>科勒尔斯普林斯</font>; <font color=''>珊瑚泉</font>; <font color=''>珊瑚泉市</font>; <br>","extra",""
"<font>circulation</font>","<font color='green'>sɜːkjʊ'leɪʃ(ə)n</font><br><font>循环</font><br><br><font color=''>n. 流通，传播；循环；发行量</font><br><br><font color='green'>Circulation</font> : <font color=''>发行量</font>; <font color=''>循环</font>; <font color=''>流通</font>; <br><font color='green'>actual circulation</font> : <font color=''>实际流通</font>; <font color=''>实际流畅</font>; <br><font color='green'>annual circulation</font> : <font color=''>图书流通率</font>; <font color=''>年流通量</font>; <font color=''>图书畅通率</font>; <br>","extra",""
"<font>swollen</font>","<font color='green'>'swəʊlən</font><br><font>肿</font><br><br><font color=''>adj. 肿胀的，浮肿的；浮夸的；激动兴奋的</font><br><br><font color='green'>swollen</font> : <font color=''>肿胀的</font>; <font color=''>浮肿的</font>; <font color=''>膨胀</font>; <br><font color='green'>Swollen throat</font> : <font color=''>喉红肿</font>; <br><font color='green'>Swollen love</font> : <font color=''>嚣张情缘</font>; <br>","extra",""
"<font>fascism</font>","<font color='green'>'fæʃɪz(ə)m; -sɪz(ə)m</font><br><font>法西斯主义</font><br><br><font color=''>n. 法西斯主义；极端国家主义</font><br><br><font color='green'>fascism</font> : <font color=''>法西斯主义</font>; <font color=''>法西斯</font>; <font color=''>极端的国家主义</font>; <br><font color='green'>Ordinary fascism</font> : <font color=''>普通的法西斯</font>; <font color=''>普通法西斯</font>; <br><font color='green'>beauty fascism</font> : <font color=''>美貌法西斯主义</font>; <br>","extra",""
"<font>invoice</font>","<font color='green'>'ɪnvɒɪs</font><br><font>发票</font><br><br><font color=''>n. 发票；货物；发货单</font><br><font color=''>vt. 开发票；记清单</font><br><br><font color='green'>Invoice</font> : <font color=''>发票</font>; <font color=''>商业发票</font>; <font color=''>发货单</font>; <br><font color='green'>Consular Invoice</font> : <font color=''>领事发票</font>; <font color=''>领事签证</font>; <font color=''>领事签证发票</font>; <br><font color='green'>customs invoice</font> : <font color=''>海关发票</font>; <font color=''>海关</font>; <font color=''>政府单据</font>; <br>","extra",""
"<font>mutability</font>","<font color='green'>,mju:tə'biləti</font><br><font>可变性</font><br><br><font color=''>n. 易变性；性情不定；突变性</font><br><br><font color='green'>mutability</font> : <font color=''>易变性</font>; <font color=''>可突变性</font>; <font color=''>可突变型</font>; <br><font color='green'>changeability mutability</font> : <font color=''>易变性</font>; <br><font color='green'>yeast mutability</font> : <font color=''>酵母可变异性</font>; <br>","extra",""
"<font>coffin</font>","<font color='green'>'kɒfɪn</font><br><font>棺材</font><br><br><font color=''>n. 棺材</font><br><font color=''>断送</font><br><br><font color='green'>Coffin</font> : <font color=''>棺材</font>; <font color=''>棺材板</font>; <font color=''>灵柩的简称</font>; <br><font color='green'>The Coffin</font> : <font color=''>片</font>; <font color=''>棺材</font>; <font color=''>棺木</font>; <br><font color='green'>Cliff Coffin</font> : <font color=''>悬棺</font>; <br>","extra",""
"<font>aspirin</font>","<font color='green'>'æsp(ə)rɪn</font><br><font>阿斯匹林</font><br><br><font color=''>n. 阿司匹林（解热镇痛药）</font><br><br><font color='green'>Aspirin</font> : <font color=''>阿司匹林</font>; <font color=''>阿斯匹林</font>; <font color=''>阿斯匹灵</font>; <br><font color='green'>Aspirin Tablets</font> : <font color=''>阿司匹林片</font>; <br><font color='green'>Aspirin Arginine</font> : <font color=''>阿司匹林精氨酸盐</font>; <font color=''>阿司匹林精氨酸</font>; <br>","extra",""
"<font>engrave</font>","<font color='green'>ɪn'greɪv; en-</font><br><font>雕刻</font><br><br><font color=''>vt. 雕刻；铭记</font><br><br><font color='green'>engrave</font> : <font color=''>雕刻</font>; <font color=''>刻</font>; <font color=''>画饰</font>; <br><font color='green'>Laser Engrave</font> : <font color=''>激光刻印</font>; <font color=''>更有利用激光刻印</font>; <font color=''>玻璃器皿镭射</font>; <br><font color='green'>Engrave Speed</font> : <font color=''>雕刻速度</font>; <br>","extra",""
